section,analysis,term,beta,ci_low,ci_high,p,suspicion_timing,count,mean,std,group_2lvl,n,cue_count_mean,has_detection_cue_rate,cue_ai_attribution_rate,cue_human_attribution_rate,cue_early_suspicion_rate,cue_mid_suspicion_rate,cue_late_suspicion_rate,cue_any_selection_rate,cue_explicit_ai_rate,cue_other_text_present_rate,cue_other_style_rate,cue_other_speed_rate,condition,correct_attribution,belief_change,cue_ai_attribution,cue_human_attribution,cue_early_suspicion,cue_mid_suspicion,cue_late_suspicion,cue_any_selection,cue_explicit_ai,cue_other_text_present,cue_other_style,cue_other_speed,cue_count,has_detection_cue,variable,metric_type,sd,median,level,condition_total,prop,group,has_direct_ack,has_pushback,has_specificity,high_engagement_rate,debate_id,round,acknowledgement_text,engagement_depth,argument_quality_mean,arg_length_words_mean,has_claim_rate,has_evidence_rate,has_counter_engagement_rate,has_specificity_rate,argument_preview,argument_quality,arg_length_words,has_claim,has_evidence,has_counter_engagement,n_rated,spearman_rho,spearman_p,icc_human_21,icc_human_2k,icc_all_21,icc_all_2k,correlation_pushback_conf,p_value,status,full_population_prop,qual_sample_prop,n_qual,prop_diff,stat,n_non_missing,metric,value
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,He kinda changed his stance then went back to his original stance,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,Poor arguments,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,Rehashing old points and not introducing new arguments,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,Repetition of arguments or going back to earlier premises I already clarified before.,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,"This debate was done quite late, so when I got assigned to an opponent relatively quickly I assumed that I was talking to an AI bot😅",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,i asked back a question but it didn't answer the question and gave a similar response to the previous rebuttal,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,21.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,missing,28.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,Did not address both my concerns in the 3rd round,21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,The other side felt a bit one sided in terms of providing new perspectives,21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,19.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,missing,21.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ai,0.056,0.444,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,human,0.0,0.333,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,0.0,0.0,0.0,,699ec589f53d44e8e544d0ab,2.0,slightly changed,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,0.0,1.0,0.0,,69b03fd157d1915d7288fc61,1.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,0.0,0.0,0.0,,69a668ef82bc1c6686298e63,6.0,not really,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,0.0,0.0,0.0,,69ae0cf2d0514b89ec60acee,3.0,kinda,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,0.0,0.0,0.0,,69aeeb923b45fc551e0f5f95,1.0,not really,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,0.0,1.0,0.0,,69a3dca6a25dea5aded7a9ae,3.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,699d921f9117de7aca4b961e,1.0,nan,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69aed5567de1a044b0bd9b3d,1.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69a68df382bc1c66862d28c6,2.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69a7c733811ecc13226f51c9,4.0,"maybe, but doesn't explain how it relates to the definition of pizza",medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69aecd3b7de1a044b0bd97e3,2.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69a439b5844461e35198637b,3.0,no but he makes a decent point,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,69a53b5f120849a003df1892,1.0,not really,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,69a4ffc40611bade23ce7482,2.0,makes sense,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69a92d4a3e5a9a6ab07b716f,5.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69a50fd90611bade23d0221c,3.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,69a53b5f120849a003df1892,3.0,not really,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,1.0,0.0,0.0,,69a4ffc40611bade23ce7482,6.0,agree with this,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,6997093f4bd396a55ecfae8b,3.0,"not really, my personal preference triumphs the logic.",medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,699b2e4efa84ea281ebd721c,2.0,not really,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,6994323324175dcb5216a88b,4.0,agreed,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,69a6aa02e1df9660e5758e6b,4.0,not to me,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,6995529462b52bc6f09a2ba7,6.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,6995529462b52bc6f09a2ba7,8.0,"not necessarily, fallacy detected",low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arg_qual_summary,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ai,,,,,,,,,2.667,46.833,0.167,0.083,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,
arg_qual_summary,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,human,,,,,,,,,2.417,47.417,0.333,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a7ca9a811ecc13226fcf9f,2.0,,,,,,,,,"i get that you're pointing out how sweetness can work with dairy, like honey and cheese. but honey is a different vibe—i",3.0,41.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a7cdda811ecc1322704e85,2.0,,,,,,,,,"i'm curious about that. why do you think it's morally wrong? pizza toppings are usually just a matter of taste, right? l",2.0,47.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a7ca9a811ecc13226fcf9f,1.0,,,,,,,,,"ok, so here's the thing: pizza has a classic flavor profile—savory, cheesy, maybe a bit spicy if you add pepperoni. pine",2.0,48.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a83335bfa2317a36d263ad,2.0,,,,,,,,,"Sure, students might get quick answers, but speed doesn't equal understanding. If they lean too heavily on ChatGPT, they",3.0,52.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69ac2bb304a99236e4a014da,6.0,,,,,,,,,You’re right about relationships needing balance and grace. But if one partner is constantly preoccupied with financial ,3.0,46.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,6995529462b52bc6f09a2ba7,8.0,,,,,,,,,"true, in-class instruction does have a significant impact. but if students get used to relying on AI during take-home as",3.0,45.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a439b5844461e35198637b,5.0,,,,,,,,,"You’re focusing on the idea that higher pay means sacrificing social life, but it doesn’t have to be an either-or situat",3.0,56.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a7cdda811ecc1322704e85,3.0,,,,,,,,,"i can see where you’re coming from with tradition and cultural practices. but food evolves, right? think about how sushi",3.0,38.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69996ab745ee5dbe08824bff,3.0,,,,,,,,,you’re right that both high pay and low pay come with their own stresses. it’s a balancing act. but if you're in a finan,2.0,49.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a59b724ee499b1d5626daf,3.0,,,,,,,,,"I see what you’re saying, and it's definitely true that many students do think critically. But with the easy access to a",3.0,38.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a00bf677f378e0cd15f448,1.0,,,,,,,,,"Using ChatGPT for homework can be super helpful! It can clarify tricky concepts and provide quick info, saving time for ",2.0,49.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a6797b82bc1c66862ab2a2,3.0,,,,,,,,,"i can understand that perspective, but isn't there value in digging deeper into subjects? for instance, if you only skim",3.0,53.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,,,0.0,,69a6d534076d1847b5a0948d,1.0,,,,,,,,,"I believe that food 🥑 is not just for the Italians, but for everyone. It should not be the case that the Italians can in",2.0,79.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,,,0.0,,69a668ef82bc1c6686298e63,1.0,,,,,,,,,Being highly connected socially has proven to be an indicator of better standard of living. Material wealth is not a hol,3.0,28.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,,,0.0,,69aadc2847d9025cf07af805,3.0,,,,,,,,,Okay that’s also true… time can never be earned back… especially in our youth,1.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,,,0.0,,69aeeb923b45fc551e0f5f95,1.0,,,,,,,,,"Ok fair calculator is an aid for student, but one may argue that students may become too reliant on chatgpt and not use ",2.0,34.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,,,0.0,,69a678c782bc1c66862a9cec,2.0,,,,,,,,,"Again, I largely agree with what you said. However, where is the distinction between quick exploration for organic learn",3.0,58.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,,,0.0,,69b03fd157d1915d7288fc61,1.0,,,,,,,,,"although i agree warm pineapples are an accquired taste, i think having a sweet element in a savoury food can complement",3.0,27.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,,,0.0,,69a3f743c3f532453c5ce21a,2.0,,,,,,,,,"That being said, this means everyone has to agree  on what is the true institution. Which leads to a debate on who gives",1.0,32.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,,,0.0,,69ae0e16d0514b89ec60ad3a,3.0,,,,,,,,,"That’s a great heuristic, and the scenario you describe is one where (to me) it would be worth considering being more in",3.0,88.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,,,0.0,,69affeb8a57f60770a789f20,3.0,,,,,,,,,AI is capable of offering me ideas that I myself might not have thought of before,2.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,,,0.0,,69ae0cf2d0514b89ec60acee,3.0,,,,,,,,,I agree that human-machine collaboration is an essential for anyone entering the workforce today. I think that even then,3.0,82.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,,,0.0,,69b01cb372628e22871f4c5f,1.0,,,,,,,,,We should not use ChatGPT for homework because it has been proven that it has led to greater reliance on the AI at the e,4.0,79.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,,,0.0,,69a95edf6471229f4b7a5545,2.0,,,,,,,,,That’s a good point on fusion food. I would make the distinction that Hawaiian pizza wouldn’t be a fusion of Italian piz,2.0,32.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
reflection_validation_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.5871785955508607,0.0006469250464892797,0.8625592417061612,0.9262086513994912,0.6672131147540987,0.8574438202247192,,,,,,,,,,,
argument_validation_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.7974615247963939,1.3218004506590503e-07,0.7151277013752462,0.8339060710194734,0.725118483412322,0.8878143133462281,,,,,,,,,,,
mechanism_results,,,,-0.6715436054905662,0.19602015713161652,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2981423969999719,0.22949140397760792,ok,,,,,,,,
mechanism_results,,,,-0.8432637317617628,0.774248548344124,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Human,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10041812029052107,0.8498791176288117,ok,,,,,,,,
sample_representativeness,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20537897310513448,0.25,6.0,0.04462102689486552,,,,
sample_representativeness,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28361858190709044,0.25,6.0,-0.03361858190709044,,,,
sample_representativeness,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27383863080684595,0.25,6.0,-0.02383863080684595,,,,
sample_representativeness,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2371638141809291,0.25,6.0,0.012836185819070894,,,,
p1_gap_tests,influence_mean_effect,influence_mean_p1,-0.0007387942142140502,-0.3936214796751639,0.39214389124673577,0.997059320017459,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p1_gap_tests,influence_group_difference_mwu,AI_vs_Human,-3.2635298563870005,,,0.28610160629430936,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.5,,,
p1_gap_descriptives,,,,,,,,,16.0786860670194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,influence_mean_p1,,16.404072034084024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,
mechanism_scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r_ai,-0.2981423969999719
mechanism_scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_ai,0.22949140397760792
mechanism_scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jk_min,-0.4123089133294112
mechanism_scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jk_max,-0.1693518257632412
representativeness_scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chi2,0.394785371489513
representativeness_scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_chi,0.9413175961094813
mechanism_counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_ai_mechanism,18.0
